Unnamed: 0,Location,Date Published,Total Cases,Total Deaths,Pct Cases Black/AA,Pct Deaths Black/AA,Date Run,Status code,Count Cases Black/AA,Count Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Date/Time Run,Date Run.1,Date/Time Run.1
,Minnesota,2020-08-11,61839.0,1666.0,20.82,9.9,2020-08-11,Success!,12872.0,165.0,True,True,,,342186.0,6.19,2020/08/11 20:18:26America/Los Angeles TZ,,
,Mississippi,2020-08-10,68293.0,1944.0,42.06,48.41,2020-08-11,Success!,28727.0,941.0,True,True,,,1125834.0,37.67,2020/08/11 20:18:26America/Los Angeles TZ,,
,Missouri,2020-08-11,60920.0,1312.0,24.9,33.94,2020-08-11,Success!,11582.0,429.0,False,True,46509.0,1264.0,704896.0,11.57,2020/08/11 20:18:26America/Los Angeles TZ,,
,Montana,2020-08-11,5104.0,77.0,0.47,,2020-08-11,Success!,24.0,,True,True,,,4630.0,0.44,2020/08/11 20:18:26America/Los Angeles TZ,,
,Nebraska,,,,,,2020-08-11,An error occurred. ... ValueError('Unable to find layer covid19_hot_accumulative_lab_dt in flc URL https://gis.ne.gov/enterprise/rest/services/Covid19MapV5/MapServer'),,,False,False,,,90860.0,4.77,2020/08/11 20:18:26America/Los Angeles TZ,,
,Nevada,2020-08-11,57520.0,981.0,8.11,12.29,2020-08-11,Success!,2990.0,82.0,False,False,36850.0,667.0,261123.0,8.93,2020/08/11 20:18:26America/Los Angeles TZ,,
,New Hampshire,2020-08-11,6861.0,419.0,5.72,2.17,2020-08-11,Success!,343.0,9.0,False,False,5997.0,414.0,20516.0,1.53,2020/08/11 20:18:26America/Los Angeles TZ,,
,New Mexico,2020-08-11,22643.0,693.0,1.84,,2020-08-11,Success!,417.0,,True,False,,,43006.0,2.06,2020/08/11 20:18:26America/Los Angeles TZ,,
,New York -- New York,2020-08-11,224920.0,18966.0,29.21,30.44,2020-08-11,Success!,35643.0,5291.0,False,True,122035.0,17384.0,2049418.0,24.27,2020/08/11 20:18:26America/Los Angeles TZ,,
,NewYork,2020-08-10,422003.0,25211.0,,26.9,2020-08-11,Success!,,6387.0,False,False,,23744.0,,,2020/08/11 20:18:26America/Los Angeles TZ,,
,North Carolina,2020-08-11,137895.0,2204.0,24.09,31.59,2020-08-11,Success!,24420.0,663.0,False,True,101372.0,2099.0,2179622.0,21.46,2020/08/11 20:18:26America/Los Angeles TZ,,
,NorthDakota,2020-08-11,7885.0,118.0,,,2020-08-11,Success!,,,False,False,,,,,2020/08/11 20:18:26America/Los Angeles TZ,,
,Ohio,,,,,,2020-08-11,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,1438271.0,12.35,2020/08/11 20:18:26America/Los Angeles TZ,,
,Oklahoma,2020-08-11,44728.0,618.0,6.9,6.15,2020-08-11,Success!,3086.2320000000004,38.00700000000001,False,False,35156.208,583.0212,287959.0,7.35,2020/08/11 20:18:26America/Los Angeles TZ,,
,Oregon,2020-08-11,21774.0,368.0,4.0,2.8,2020-08-11,Success!,762.0,9.0,False,True,19034.0,322.0,77789.0,1.91,2020/08/11 20:18:26America/Los Angeles TZ,,
,Pennsylvania,2020-08-11,116925.0,7352.0,28.92,21.17,2020-08-11,Success!,16412.0,1545.0,False,True,56751.0,7297.0,1423319.0,11.13,2020/08/11 20:18:26America/Los Angeles TZ,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-08-11,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,2020/08/11 20:18:26America/Los Angeles TZ,,
,SouthCarolina,2020-08-11,102130.0,2098.0,39.02,42.03,2020-08-11,Success!,35122.0,831.0,False,True,90016.0,1977.0,,,2020/08/11 20:18:26America/Los Angeles TZ,,
,SouthDakota,2020-08-10,9663.0,146.0,10.78,,2020-08-11,Success!,1042.0,,False,False,9663.0,,,,2020/08/11 20:18:26America/Los Angeles TZ,,
,Tennessee,2020-08-11,124915.0,1271.0,18.78,32.65,2020-08-11,Success!,23462.0,415.0,True,True,,,1117489.0,16.8,2020/08/11 20:18:26America/Los Angeles TZ,,
,Texas,2020-08-11,41500.0,8710.0,0.15,0.13,2020-08-11,Success!,6374.0,1107.0,True,False,,,3365783.0,12.07,2020/08/11 20:18:26America/Los Angeles TZ,,
,Texas -- Bexar County,2020-08-11,43164.0,519.0,6.81,15.32,2020-08-11,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,2020/08/11 20:18:26America/Los Angeles TZ,,
,Utah,2020-08-11,44752.0,350.0,2.4,1.71,2020-08-11,Success!,1064.0,6.0,True,False,,,35862.0,1.18,2020/08/11 20:18:26America/Los Angeles TZ,,
,Vermont,2020-08-11,1472.0,58.0,11.61,0.0,2020-08-11,Success!,166.0,0.0,False,True,1430.0,57.0,8058.0,1.29,2020/08/11 20:18:26America/Los Angeles TZ,,
,Virginia,2020-07-21,79371.0,2048.0,16.28,23.58,2020-08-11,Success!,12922.0,483.0,True,True,,,1613285.0,19.17,2020/08/11 20:18:26America/Los Angeles TZ,,
,Washington,2020-08-11,64151.0,1716.0,5.78,3.47,2020-08-11,Success!,2444.0,58.0,False,False,42290.0,1670.0,269854.0,3.7,2020/08/11 20:18:26America/Los Angeles TZ,,
,"Washington, DC",2020-08-11,12896.0,593.0,49.64,74.03,2020-08-11,Success!,6402.0,439.0,True,True,,,321317.0,46.94,2020/08/11 20:18:26America/Los Angeles TZ,,
,WestVirginia,,,,,,2020-08-11,"An error occurred. ... TimeoutException('', None, None)",,,False,False,,,,,2020/08/11 20:18:26America/Los Angeles TZ,,
,Wisconsin,2020-08-11,61785.0,1006.0,15.68,21.44,2020-08-11,Success!,8759.0,212.0,False,True,55863.0,989.0,368744.0,6.38,2020/08/11 20:18:26America/Los Angeles TZ,,
,Wisconsin -- Milwaukee,2020-08-11,21284.0,394.0,29.69,37.82,2020-08-11,Success!,5901.0,149.0,False,False,19875.0,394.0,252321.0,26.44,2020/08/11 20:18:26America/Los Angeles TZ,,
,Wyoming,,,,,,2020-08-11,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,5540.0,0.95,2020/08/11 20:18:26America/Los Angeles TZ,,
,Alabama,2020-08-12,100801.0,1814.0,42.37,42.61,2020-08-13,Success!,27226.0,744.0,False,False,64265.0,1746.0,1293186.0,26.58,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Alaska,2020-08-12,2377.0,27.0,5.64,0.0,2020-08-13,Success!,120.0,0.0,False,True,2128.0,27.0,24129.0,3.27,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Arizona,2020-08-12,189443.0,4347.0,4.49,3.63,2020-08-13,Success!,4700.0,135.0,False,False,104589.0,3719.0,305259.0,4.39,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Arkansas,2020-08-12,51114.0,573.0,24.55,26.66,2020-08-13,Success!,11047.0,153.0,False,True,44999.0,574.0,460970.0,15.41,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,California,2020-08-11 00:00:00,586056.0,10648.0,4.26,8.25,2020-08-13,Success!,16141.0,850.0,False,False,378931.0,10301.0,2267875.0,5.79,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,California - Los Angeles,,,,,,2020-08-13,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")",,,False,False,,,823987.0,8.16,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,California - San Diego,2020-08-12,33393.0,608.0,4.68,4.15,2020-08-13,Success!,1272.0,25.0,False,False,27165.0,603.0,166412.0,5.04,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,California - San Francisco,,,,,,2020-08-13,An error occurred. ... KeyError('Date_Uploaded.Data as of'),,,False,False,,,,,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Colorado,2020-08-12,51756.0,1875.0,5.79,6.79,2020-08-13,Success!,2552.0,125.0,False,False,44081.0,1841.0,227938.0,4.12,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Connecticut,2020-08-11,48705.0,3566.0,13.64,18.42,2020-08-13,Success!,6642.0,657.0,True,False,,,378262.0,10.56,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Delaware,2020-08-12,15765.0,592.0,27.86,26.68,2020-08-13,Success!,4008.0,151.0,False,False,14384.0,566.0,209892.0,22.11,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Florida,2020-08-12,545040.0,8765.0,12.69,18.31,2020-08-13,Success!,69171.0,1605.0,True,False,,,3316376.0,16.1,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Florida -- Miami-Dade County,2020-08-12,139271.0,1939.0,15.61,,2020-08-13,Success!,11994.0,,False,True,76834.0,,481976.0,17.75,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Florida -- Orange County,2020-08-12,32341.0,325.0,24.41,,2020-08-13,Success!,4359.0,,False,True,17856.0,,277193.0,20.98,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Georgia,2020-08-12,226153.0,4456.0,25.4,44.23,2020-08-13,Success!,57435.0,1971.0,True,True,,,3239300.0,31.46,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Hawaii,2020-08-12,3958.0,38.0,1.39,,2020-08-13,Success!,24.0,,False,True,1725.0,,26266.0,1.85,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Idaho,2020-08-12,26133.0,245.0,1.09,1.22,2020-08-13,Success!,284.0,3.0,False,True,,,11536.0,0.68,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Illinois,2020-08-12,198593.0,7672.0,16.09,27.16,2020-08-13,Success!,31955.0,2084.0,True,False,,,1824125.0,14.23,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Indiana,2020-08-12,76522.0,2878.0,11.3,14.18,2020-08-13,Success!,8644.0,408.0,True,True,,,619472.0,9.33,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Iowa,2020-08-12,49973.0,953.0,7.31,4.41,2020-08-13,Success!,3655.0,42.0,True,True,,,109911.0,3.51,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Kansas,2020-08-12,32547.0,395.0,8.97,17.8,2020-08-13,Success!,2414.0,68.0,False,True,26900.0,382.0,169801.0,5.84,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Kentucky,,,,,,2020-08-13,"An error occurred. ... CSVParseError(""Error failed to create DataFrame with different column tables.\nTry to set `multiple_tables=True`or set `names` option for `pandas_options`. \n, caused by ParserError('Error tokenizing data. C error: Expected 2 fields in line 9, saw 3\\n')"")",,,False,False,,,354112.0,7.98,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Louisiana,2020-08-12,134304.0,4238.0,43.11,48.99,2020-08-13,Success!,49262.0,2054.0,False,True,114279.0,4193.0,1502916.0,32.23,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Maine,2020-08-12,4069.0,126.0,24.23,,2020-08-13,Success!,893.0,,False,True,3685.0,,17881.0,1.34,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Maryland,2020-08-12,97384.0,3474.0,37.34,41.19,2020-08-13,Success!,30803.0,1426.0,False,False,82492.0,3462.0,1788090.0,29.78,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Massachusetts,2020-08-12,122000.0,8769.0,9.28,8.26,2020-08-13,Success!,11324.0,724.0,True,False,,,510558.0,7.48,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Michigan,2020-08-12,89184.0,6197.0,25.84,39.49,2020-08-13,Success!,23042.0,2447.0,True,False,,,1375424.0,13.81,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Minnesota,2020-08-12,62303.0,1678.0,20.84,9.89,2020-08-13,Success!,12985.0,166.0,True,True,,,342186.0,6.19,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Mississippi,2020-08-11,69374.0,1989.0,42.05,48.47,2020-08-13,Success!,29169.0,964.0,True,True,,,1125834.0,37.67,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Missouri,2020-08-12,62522.0,1323.0,26.45,33.83,2020-08-13,Success!,11588.0,431.0,False,True,43809.0,1274.0,704896.0,11.57,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Montana,2020-08-12,5268.0,80.0,0.47,,2020-08-13,Success!,25.0,,True,True,,,4630.0,0.44,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Nebraska,,,,,,2020-08-13,An error occurred. ... ValueError('Unable to find layer covid19_hot_accumulative_lab_dt in flc URL https://gis.ne.gov/enterprise/rest/services/Covid19MapV5/MapServer'),,,False,False,,,90860.0,4.77,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Nevada,2020-08-12,58048.0,996.0,8.15,12.2,2020-08-13,Success!,3053.0,82.0,False,False,37443.0,672.0,261123.0,8.93,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,New Hampshire,2020-08-12,6887.0,420.0,5.7,2.17,2020-08-13,Success!,343.0,9.0,False,False,6016.0,414.0,20516.0,1.53,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,New Mexico,2020-08-12,22816.0,695.0,1.84,,2020-08-13,Success!,419.0,,True,False,,,43006.0,2.06,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,New York -- New York,2020-08-12,225284.0,18970.0,29.18,30.43,2020-08-13,Success!,35662.0,5291.0,False,True,122212.0,17389.0,2049418.0,24.27,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,NewYork,,,,,,2020-08-13,"An error occurred. ... TimeoutException('', None, None)",,,False,False,,,,,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,North Carolina,2020-08-12,139061.0,2249.0,24.1,31.69,2020-08-13,Success!,24702.0,677.0,False,True,102484.0,2136.0,2179622.0,21.46,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,NorthDakota,2020-08-12,7970.0,120.0,,,2020-08-13,Success!,,,False,False,,,,,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Ohio,,,,,,2020-08-13,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,1438271.0,12.35,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Oklahoma,2020-08-12,45398.0,627.0,6.91,6.22,2020-08-13,Success!,3137.0017999999995,38.9994,False,False,35746.3852,591.0101999999998,287959.0,7.35,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Oregon,2020-08-12,22022.0,375.0,3.98,2.74,2020-08-13,Success!,767.0,9.0,False,True,19261.0,328.0,77789.0,1.91,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Pennsylvania,2020-08-12,117739.0,7385.0,28.83,21.17,2020-08-13,Success!,16519.0,1545.0,False,True,57296.0,7297.0,1423319.0,11.13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-08-13,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,SouthCarolina,2020-08-11,102130.0,2098.0,39.02,42.03,2020-08-13,Success!,35122.0,831.0,False,True,90016.0,1977.0,,,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,SouthDakota,2020-08-10,9663.0,146.0,10.78,,2020-08-13,Success!,1042.0,,False,False,9663.0,,,,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Tennessee,2020-08-12,126393.0,1289.0,19.37,32.51,2020-08-13,Success!,24484.0,419.0,True,True,,,1117489.0,16.8,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Texas,2020-08-12,42630.0,9034.0,0.16,0.13,2020-08-13,Success!,6610.0,1149.0,True,False,,,3365783.0,12.07,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Texas -- Bexar County,2020-08-12,43455.0,545.0,6.81,15.32,2020-08-13,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Utah,2020-08-12,45090.0,351.0,2.4,1.71,2020-08-13,Success!,1072.0,6.0,True,False,,,35862.0,1.18,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Vermont,2020-08-12,1478.0,58.0,11.58,0.0,2020-08-13,Success!,166.0,0.0,False,True,1433.0,57.0,8058.0,1.29,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Virginia,2020-07-21,79371.0,2048.0,16.28,23.58,2020-08-13,Success!,12922.0,483.0,True,True,,,1613285.0,19.17,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Washington,2020-08-12,64702.0,1724.0,5.78,3.44,2020-08-13,Success!,2469.0,58.0,False,False,42681.0,1685.0,269854.0,3.7,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,"Washington, DC",2020-08-12,12959.0,593.0,49.68,74.03,2020-08-13,Success!,6438.0,439.0,True,True,,,321317.0,46.94,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,WestVirginia,,,,,,2020-08-13,"An error occurred. ... TimeoutException('', None, None)",,,False,False,,,,,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Wisconsin,2020-08-12,62263.0,1011.0,15.59,21.31,2020-08-13,Success!,8780.0,212.0,False,True,56312.0,995.0,368744.0,6.38,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Wisconsin -- Milwaukee,2020-08-12,21350.0,394.0,29.67,37.82,2020-08-13,Success!,5918.0,149.0,False,False,19943.0,394.0,252321.0,26.44,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Wyoming,,,,,,2020-08-13,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,5540.0,0.95,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ
,Alabama,2020-08-13,101496.0,1821.0,42.32,42.67,2020-08-13,Success!,27487.0,748.0,False,False,64954.0,1753.0,1293186.0,26.58,2020/08/13 20:00:10America/Los Angeles TZ,,
,Alaska,2020-08-13,2427.0,27.0,5.8,0.0,2020-08-13,Success!,126.0,0.0,False,True,2171.0,27.0,24129.0,3.27,2020/08/13 20:00:10America/Los Angeles TZ,,
,Arizona,2020-08-13,190794.0,4383.0,4.48,3.6,2020-08-13,Success!,4721.0,135.0,False,False,105262.0,3751.0,305259.0,4.39,2020/08/13 20:00:10America/Los Angeles TZ,,
,Arkansas,2020-08-13,51766.0,582.0,24.52,26.37,2020-08-13,Success!,11214.0,154.0,False,True,45738.0,584.0,460970.0,15.41,2020/08/13 20:00:10America/Los Angeles TZ,,
,California,2020-08-12 00:00:00,593141.0,10808.0,4.26,8.19,2020-08-13,Success!,16390.0,857.0,False,False,384740.0,10461.0,2267875.0,5.79,2020/08/13 20:00:10America/Los Angeles TZ,,
,California - Los Angeles,,,,,,2020-08-13,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")",,,False,False,,,823987.0,8.16,2020/08/13 20:00:10America/Los Angeles TZ,,
,California - San Diego,2020-08-13,33659.0,615.0,4.68,4.28,2020-08-13,Success!,1281.0,26.0,False,False,27384.0,608.0,166412.0,5.04,2020/08/13 20:00:10America/Los Angeles TZ,,
,California - San Francisco,2020-08-10,7944.0,67.0,6.83,11.11,2020-08-13,Success!,469.0,7.0,False,False,6862.0,63.0,,,2020/08/13 20:00:10America/Los Angeles TZ,,
,Colorado,2020-08-13,52219.0,1882.0,5.75,6.76,2020-08-13,Success!,2564.0,125.0,False,False,44574.0,1848.0,227938.0,4.12,2020/08/13 20:00:10America/Los Angeles TZ,,
,Connecticut,2020-08-12,48774.0,3566.0,13.7,18.42,2020-08-13,Success!,6682.0,657.0,True,False,,,378262.0,10.56,2020/08/13 20:00:10America/Los Angeles TZ,,
,Delaware,2020-08-13,15967.0,593.0,28.05,26.63,2020-08-13,Success!,4088.0,151.0,False,False,14575.0,567.0,209892.0,22.11,2020/08/13 20:00:10America/Los Angeles TZ,,
,Florida,2020-08-13,551232.0,8913.0,12.76,18.29,2020-08-13,Success!,70324.0,1630.0,True,False,,,3316376.0,16.1,2020/08/13 20:00:10America/Los Angeles TZ,,
,Florida -- Miami-Dade County,2020-08-13,140984.0,1954.0,15.52,,2020-08-13,Success!,12122.0,,False,True,78128.0,,481976.0,17.75,2020/08/13 20:00:10America/Los Angeles TZ,,
,Florida -- Orange County,2020-08-13,32575.0,330.0,24.37,,2020-08-13,Success!,4401.0,,False,True,18058.0,,277193.0,20.98,2020/08/13 20:00:10America/Los Angeles TZ,,
,Georgia,2020-08-13,228668.0,4538.0,25.34,44.23,2020-08-13,Success!,57952.0,2007.0,True,True,,,3239300.0,31.46,2020/08/13 20:00:10America/Los Angeles TZ,,
,Hawaii,2020-08-13,4312.0,40.0,1.39,,2020-08-13,Success!,24.0,,False,True,1725.0,,26266.0,1.85,2020/08/13 20:00:10America/Los Angeles TZ,,
,Idaho,2020-08-13,26631.0,249.0,1.08,1.2,2020-08-13,Success!,287.0,3.0,False,True,,,11536.0,0.68,2020/08/13 20:00:10America/Los Angeles TZ,,
,Illinois,2020-08-13,200427.0,7696.0,16.05,27.13,2020-08-13,Success!,32172.0,2088.0,True,False,,,1824125.0,14.23,2020/08/13 20:00:10America/Los Angeles TZ,,
,Indiana,2020-08-13,77565.0,2898.0,11.24,14.08,2020-08-13,Success!,8719.0,408.0,True,True,,,619472.0,9.33,2020/08/13 20:00:10America/Los Angeles TZ,,
,Iowa,2020-08-13,50373.0,960.0,7.29,4.38,2020-08-13,Success!,3672.0,42.0,True,True,,,109911.0,3.51,2020/08/13 20:00:10America/Los Angeles TZ,,
,Kansas,2020-08-12,32547.0,395.0,8.97,17.8,2020-08-13,Success!,2414.0,68.0,False,True,26900.0,382.0,169801.0,5.84,2020/08/13 20:00:10America/Los Angeles TZ,,
,Kentucky,,,,,,2020-08-13,"An error occurred. ... CSVParseError(""Error failed to create DataFrame with different column tables.\nTry to set `multiple_tables=True`or set `names` option for `pandas_options`. \n, caused by ParserError('Error tokenizing data. C error: Expected 3 fields in line 9, saw 4\\n')"")",,,False,False,,,354112.0,7.98,2020/08/13 20:00:10America/Los Angeles TZ,,
,Louisiana,2020-08-12,135439.0,4279.0,43.11,48.99,2020-08-13,Success!,49262.0,2054.0,False,True,114279.0,4193.0,1502916.0,32.23,2020/08/13 20:00:10America/Los Angeles TZ,,
,Maine,2020-08-13,4089.0,126.0,24.16,,2020-08-13,Success!,894.0,,False,True,3700.0,,17881.0,1.34,2020/08/13 20:00:10America/Los Angeles TZ,,
,Maryland,2020-08-13,98160.0,3483.0,37.37,41.17,2020-08-13,Success!,31067.0,1430.0,False,False,83132.0,3473.0,1788090.0,29.78,2020/08/13 20:00:10America/Los Angeles TZ,,
,Massachusetts,2020-08-13,122423.0,8790.0,9.28,8.24,2020-08-13,Success!,11361.0,724.0,True,False,,,510558.0,7.48,2020/08/13 20:00:10America/Los Angeles TZ,,
,Michigan,2020-08-13,90307.0,6213.0,25.62,39.43,2020-08-13,Success!,23138.0,2450.0,True,False,,,1375424.0,13.81,2020/08/13 20:00:10America/Los Angeles TZ,,
,Minnesota,2020-08-13,62993.0,1685.0,20.84,9.79,2020-08-13,Success!,13126.0,165.0,True,True,,,342186.0,6.19,2020/08/13 20:00:10America/Los Angeles TZ,,
,Mississippi,2020-08-12,69986.0,2011.0,42.03,48.68,2020-08-13,Success!,29412.0,979.0,True,True,,,1125834.0,37.67,2020/08/13 20:00:10America/Los Angeles TZ,,
,Missouri,2020-08-13,63792.0,1325.0,26.45,33.78,2020-08-13,Success!,11591.0,431.0,False,True,43828.0,1276.0,704896.0,11.57,2020/08/13 20:00:10America/Los Angeles TZ,,
,Montana,2020-08-13,5407.0,81.0,0.54,,2020-08-13,Success!,29.0,,True,True,,,4630.0,0.44,2020/08/13 20:00:10America/Los Angeles TZ,,
,Nebraska,,,,,,2020-08-13,An error occurred. ... ValueError('Unable to find layer covid19_hot_accumulative_lab_dt in flc URL https://gis.ne.gov/enterprise/rest/services/Covid19MapV5/MapServer'),,,False,False,,,90860.0,4.77,2020/08/13 20:00:10America/Los Angeles TZ,,
,Nevada,2020-08-13,58650.0,1030.0,8.18,12.35,2020-08-13,Success!,3109.0,84.0,False,False,38015.0,680.0,261123.0,8.93,2020/08/13 20:00:10America/Los Angeles TZ,,
,New Hampshire,2020-08-13,6921.0,422.0,5.7,2.17,2020-08-13,Success!,345.0,9.0,False,False,6049.0,415.0,20516.0,1.53,2020/08/13 20:00:10America/Los Angeles TZ,,
,New Mexico,2020-08-13,22987.0,697.0,1.83,,2020-08-13,Success!,420.0,,True,False,,,43006.0,2.06,2020/08/13 20:00:10America/Los Angeles TZ,,
